match_id,over,ball,batsman,bowler,runs,dismissal,venue
1,9,3,Mishra,Archer,2,No,MA Chidambaram
1,9,4,Mishra,Rahul,3,No,Rajiv Gandhi Stadium
1,9,5,Moeen Ali,Chahar,0,Caught,MA Chidambaram
1,9,6,Ruturaj,Chahar,2,No,Rajiv Gandhi Stadium
1,10,1,Dhoni,Archer,1,No,M Chinnaswamy
1,10,2,Gaikwad,Shami,1,No,Rajiv Gandhi Stadium
1,10,3,Jadeja,Shami,1,No,Eden Gardens
1,10,4,Rayudu,Rahul,0,Caught,Wankhede
1,10,5,Dhoni,Chahar,4,No,Eden Gardens
1,10,6,Ruturaj,Boult,3,No,MA Chidambaram
1,11,1,Conway,Thakur,2,No,MA Chidambaram
1,11,2,Mishra,Saini,0,Caught,Narendra Modi Stadium
1,11,3,Jadeja,Shami,4,No,M Chinnaswamy
1,11,4,Rahul,Jamieson,6,No,Wankhede
1,11,5,Rayudu,Shami,6,No,Rajiv Gandhi Stadium
1,11,6,Dhoni,Jamieson,4,No,Narendra Modi Stadium
1,12,1,Jadeja,Rahul,0,No,MA Chidambaram
1,12,2,Dhoni,Jamieson,6,No,Rajiv Gandhi Stadium
1,12,3,Gaikwad,Thakur,3,No,Wankhede
1,12,4,Dhoni,Bumrah,2,No,Rajiv Gandhi Stadium
1,12,5,Rahul,Boult,3,No,Rajiv Gandhi Stadium
1,12,6,Rahul,Archer,4,No,MA Chidambaram
1,13,1,Vijay,Saini,4,No,Rajiv Gandhi Stadium
1,13,2,Ruturaj,Archer,0,No,Narendra Modi Stadium
1,13,3,Dhoni,Saini,6,No,MA Chidambaram
1,13,4,Moeen Ali,Patel,1,No,Eden Gardens
1,13,5,Jadeja,Rahul,2,No,M Chinnaswamy
1,13,6,Moeen Ali,Chahar,2,No,Wankhede
1,14,1,Moeen Ali,Jamieson,4,No,Narendra Modi Stadium
1,14,2,Rahul,Thakur,2,No,MA Chidambaram
1,14,3,Moeen Ali,Chahar,6,No,M Chinnaswamy
1,14,4,Mishra,Boult,0,Bowled,Rajiv Gandhi Stadium
1,14,5,Moeen Ali,Archer,6,No,M Chinnaswamy
1,14,6,Jadeja,Boult,1,No,MA Chidambaram
1,15,1,Jadeja,Saini,6,No,M Chinnaswamy
1,15,2,Rayudu,Saini,2,No,MA Chidambaram
1,15,3,Ruturaj,Jamieson,3,No,MA Chidambaram
1,15,4,Jadeja,Saini,1,No,Eden Gardens
1,15,5,Rahul,Boult,2,No,M Chinnaswamy
1,15,6,Dhoni,Saini,1,No,MA Chidambaram
1,16,1,Jadeja,Boult,1,No,Narendra Modi Stadium
1,16,2,Gaikwad,Saini,2,No,Rajiv Gandhi Stadium
1,16,3,Conway,Rahul,1,No,Rajiv Gandhi Stadium
1,16,4,Moeen Ali,Saini,6,No,Eden Gardens
1,16,5,Rahul,Chahar,6,No,M Chinnaswamy
1,16,6,Moeen Ali,Saini,6,No,M Chinnaswamy
1,17,1,Vijay,Chahar,3,No,Rajiv Gandhi Stadium
1,17,2,Dhoni,Thakur,2,No,Rajiv Gandhi Stadium
1,17,3,Vijay,Boult,4,No,MA Chidambaram
1,17,4,Gaikwad,Patel,4,No,Eden Gardens
1,17,5,Conway,Saini,2,No,Rajiv Gandhi Stadium
1,17,6,Rayudu,Rahul,4,No,Eden Gardens
1,18,1,Gaikwad,Rahul,2,No,Eden Gardens
1,18,2,Vijay,Boult,1,No,Wankhede
1,18,3,Gaikwad,Archer,1,No,M Chinnaswamy
1,18,4,Rayudu,Patel,2,No,Wankhede
1,18,5,Rahul,Patel,0,Caught,Eden Gardens
1,18,6,Jadeja,Thakur,0,LBW,Narendra Modi Stadium
1,19,1,Jadeja,Saini,0,Run Out,Narendra Modi Stadium
1,19,2,Ruturaj,Patel,6,No,M Chinnaswamy
1,19,3,Moeen Ali,Jamieson,1,No,Narendra Modi Stadium
1,19,4,Rayudu,Jamieson,0,Caught,Narendra Modi Stadium
1,19,5,Mishra,Bumrah,3,No,Eden Gardens
1,19,6,Mishra,Jamieson,0,No,Rajiv Gandhi Stadium
1,20,1,Dhoni,Bumrah,0,No,MA Chidambaram
1,20,2,Conway,Archer,3,No,M Chinnaswamy
1,20,3,Rahul,Patel,3,No,M Chinnaswamy
1,20,4,Rayudu,Patel,2,No,Rajiv Gandhi Stadium
1,20,5,Rayudu,Patel,2,No,Eden Gardens
1,20,6,Rahul,Chahar,0,Run Out,Rajiv Gandhi Stadium
2,1,1,Dhoni,Rahul,3,No,Rajiv Gandhi Stadium
2,1,2,Rayudu,Patel,4,No,Rajiv Gandhi Stadium
2,1,3,Rayudu,Boult,2,No,Eden Gardens
2,1,4,Rahul,Saini,2,No,Rajiv Gandhi Stadium
2,1,5,Jadeja,Jamieson,3,No,Eden Gardens
2,1,6,Rahul,Rahul,1,No,MA Chidambaram
2,2,1,Gaikwad,Boult,0,LBW,Eden Gardens
2,2,2,Ruturaj,Saini,6,No,Wankhede
2,2,3,Jadeja,Jamieson,2,No,MA Chidambaram
2,2,4,Conway,Saini,3,No,M Chinnaswamy
2,2,5,Mishra,Chahar,6,No,M Chinnaswamy
2,2,6,Mishra,Boult,2,No,M Chinnaswamy
2,3,1,Mishra,Patel,0,No,Rajiv Gandhi Stadium
2,3,2,Ruturaj,Patel,4,No,M Chinnaswamy
2,3,3,Rayudu,Chahar,2,No,MA Chidambaram
2,3,4,Mishra,Archer,2,No,Eden Gardens
2,3,5,Mishra,Saini,2,No,Eden Gardens
2,3,6,Gaikwad,Thakur,1,No,Eden Gardens
2,4,1,Moeen Ali,Boult,3,No,M Chinnaswamy
2,4,2,Jadeja,Archer,4,No,M Chinnaswamy
2,4,3,Moeen Ali,Saini,3,No,Narendra Modi Stadium
2,4,4,Dhoni,Patel,4,No,M Chinnaswamy
2,4,5,Vijay,Rahul,4,No,Eden Gardens
2,4,6,Rahul,Boult,1,No,Narendra Modi Stadium
2,5,1,Ruturaj,Patel,0,No,Rajiv Gandhi Stadium
2,5,2,Gaikwad,Saini,1,No,Narendra Modi Stadium
2,5,3,Vijay,Patel,0,Caught,M Chinnaswamy
2,5,4,Rayudu,Jamieson,4,No,M Chinnaswamy
2,5,5,Dhoni,Jamieson,3,No,Rajiv Gandhi Stadium
2,5,6,Gaikwad,Chahar,6,No,Wankhede
2,6,1,Mishra,Shami,6,No,M Chinnaswamy
2,6,2,Moeen Ali,Chahar,6,No,M Chinnaswamy
2,6,3,Conway,Patel,6,No,Wankhede
2,6,4,Vijay,Bumrah,1,No,Rajiv Gandhi Stadium
2,6,5,Conway,Patel,0,No,Eden Gardens
2,6,6,Rayudu,Thakur,6,No,MA Chidambaram
2,7,1,Vijay,Jamieson,1,No,MA Chidambaram
2,7,2,Mishra,Boult,4,No,MA Chidambaram
2,7,3,Gaikwad,Patel,6,No,M Chinnaswamy
2,7,4,Vijay,Patel,1,No,MA Chidambaram
2,7,5,Vijay,Jamieson,3,No,Wankhede
2,7,6,Dhoni,Jamieson,1,No,Rajiv Gandhi Stadium
2,8,1,Jadeja,Boult,2,No,Wankhede
2,8,2,Dhoni,Jamieson,2,No,Wankhede
2,8,3,Dhoni,Jamieson,4,No,MA Chidambaram
2,8,4,Jadeja,Saini,1,No,Wankhede
2,8,5,Dhoni,Thakur,0,No,Narendra Modi Stadium
2,8,6,Moeen Ali,Chahar,0,Bowled,Narendra Modi Stadium
2,9,1,Dhoni,Shami,1,No,Eden Gardens
2,9,2,Vijay,Saini,3,No,Wankhede
2,9,3,Moeen Ali,Saini,3,No,MA Chidambaram
2,9,4,Mishra,Rahul,0,Bowled,Narendra Modi Stadium
2,9,5,Jadeja,Bumrah,4,No,MA Chidambaram
2,9,6,Dhoni,Chahar,6,No,Rajiv Gandhi Stadium
2,10,1,Rahul,Saini,6,No,Eden Gardens
2,10,2,Dhoni,Boult,1,No,Wankhede
2,10,3,Dhoni,Saini,0,Bowled,Narendra Modi Stadium
2,10,4,Ruturaj,Chahar,3,No,Narendra Modi Stadium
2,10,5,Ruturaj,Patel,4,No,Wankhede
2,10,6,Dhoni,Patel,1,No,MA Chidambaram
2,11,1,Mishra,Saini,4,No,Rajiv Gandhi Stadium
2,11,2,Moeen Ali,Rahul,3,No,MA Chidambaram
2,11,3,Rahul,Jamieson,0,Caught,Rajiv Gandhi Stadium
2,11,4,Gaikwad,Bumrah,3,No,Narendra Modi Stadium
2,11,5,Mishra,Boult,6,No,Rajiv Gandhi Stadium
2,11,6,Mishra,Thakur,3,No,M Chinnaswamy
2,12,1,Ruturaj,Jamieson,4,No,M Chinnaswamy
2,12,2,Dhoni,Rahul,4,No,Wankhede
2,12,3,Ruturaj,Archer,0,No,Eden Gardens
2,12,4,Rahul,Thakur,6,No,Rajiv Gandhi Stadium
2,12,5,Gaikwad,Thakur,1,No,M Chinnaswamy
2,12,6,Dhoni,Thakur,1,No,MA Chidambaram
2,13,1,Gaikwad,Shami,4,No,Narendra Modi Stadium
2,13,2,Mishra,Archer,0,No,M Chinnaswamy
2,13,3,Rayudu,Thakur,4,No,Narendra Modi Stadium
2,13,4,Rayudu,Shami,1,No,M Chinnaswamy
2,13,5,Jadeja,Archer,6,No,Wankhede
2,13,6,Ruturaj,Archer,0,No,Wankhede
2,14,1,Conway,Chahar,3,No,Rajiv Gandhi Stadium
2,14,2,Vijay,Thakur,6,No,Narendra Modi Stadium
2,14,3,Rahul,Thakur,6,No,Narendra Modi Stadium
2,14,4,Mishra,Thakur,6,No,Narendra Modi Stadium
2,14,5,Jadeja,Chahar,3,No,M Chinnaswamy
2,14,6,Vijay,Boult,3,No,Narendra Modi Stadium
2,15,1,Vijay,Boult,1,No,M Chinnaswamy
2,15,2,Moeen Ali,Boult,6,No,Narendra Modi Stadium
2,15,3,Rayudu,Boult,3,No,MA Chidambaram
2,15,4,Conway,Shami,2,No,MA Chidambaram
2,15,5,Jadeja,Bumrah,3,No,Wankhede
2,15,6,Rahul,Rahul,1,No,Eden Gardens
2,16,1,Mishra,Boult,3,No,Rajiv Gandhi Stadium
2,16,2,Moeen Ali,Shami,4,No,M Chinnaswamy
2,16,3,Conway,Chahar,4,No,Eden Gardens
2,16,4,Mishra,Saini,6,No,Rajiv Gandhi Stadium
2,16,5,Jadeja,Jamieson,3,No,MA Chidambaram
2,16,6,Ruturaj,Shami,4,No,MA Chidambaram
2,17,1,Mishra,Patel,0,Caught,M Chinnaswamy
2,17,2,Dhoni,Saini,1,No,Rajiv Gandhi Stadium
2,17,3,Conway,Thakur,2,No,MA Chidambaram
2,17,4,Gaikwad,Archer,3,No,Eden Gardens
2,17,5,Ruturaj,Saini,3,No,Eden Gardens
2,17,6,Moeen Ali,Chahar,6,No,Narendra Modi Stadium
2,18,1,Rayudu,Shami,4,No,M Chinnaswamy
2,18,2,Conway,Boult,6,No,M Chinnaswamy
2,18,3,Gaikwad,Archer,0,Bowled,Rajiv Gandhi Stadium
2,18,4,Rayudu,Jamieson,6,No,Wankhede
2,18,5,Ruturaj,Boult,0,No,M Chinnaswamy
2,18,6,Jadeja,Rahul,3,No,Wankhede
2,19,1,Mishra,Patel,3,No,Rajiv Gandhi Stadium
2,19,2,Gaikwad,Rahul,3,No,Eden Gardens
2,19,3,Vijay,Patel,1,No,Narendra Modi Stadium
2,19,4,Rayudu,Bumrah,2,No,Eden Gardens
2,19,5,Ruturaj,Bumrah,3,No,Narendra Modi Stadium
2,19,6,Rayudu,Shami,0,Run Out,Eden Gardens
2,20,1,Jadeja,Chahar,2,No,Rajiv Gandhi Stadium
2,20,2,Rayudu,Rahul,0,No,Eden Gardens
2,20,3,Moeen Ali,Shami,4,No,Eden Gardens
2,20,4,Mishra,Rahul,2,No,M Chinnaswamy
2,20,5,Vijay,Boult,6,No,Rajiv Gandhi Stadium
2,20,6,Moeen Ali,Patel,0,No,Rajiv Gandhi Stadium
3,1,1,Mishra,Patel,3,No,M Chinnaswamy
3,1,2,Conway,Thakur,4,No,Narendra Modi Stadium
3,1,3,Rahul,Patel,4,No,MA Chidambaram
3,1,4,Dhoni,Patel,6,No,Narendra Modi Stadium
3,1,5,Conway,Chahar,0,No,Eden Gardens
3,1,6,Ruturaj,Archer,2,No,Wankhede
3,2,1,Gaikwad,Thakur,4,No,Narendra Modi Stadium
3,2,2,Mishra,Jamieson,3,No,Rajiv Gandhi Stadium
3,2,3,Conway,Saini,1,No,M Chinnaswamy
3,2,4,Gaikwad,Chahar,0,Run Out,MA Chidambaram
3,2,5,Mishra,Boult,1,No,Rajiv Gandhi Stadium
3,2,6,Jadeja,Boult,0,No,MA Chidambaram
3,3,1,Rahul,Archer,1,No,MA Chidambaram
3,3,2,Rahul,Chahar,3,No,Wankhede
3,3,3,Gaikwad,Jamieson,2,No,M Chinnaswamy
3,3,4,Gaikwad,Thakur,2,No,Rajiv Gandhi Stadium
3,3,5,Rahul,Thakur,6,No,Eden Gardens
3,3,6,Jadeja,Chahar,6,No,Narendra Modi Stadium
3,4,1,Rayudu,Jamieson,4,No,Eden Gardens
3,4,2,Vijay,Patel,1,No,Wankhede
3,4,3,Conway,Archer,4,No,Wankhede
3,4,4,Gaikwad,Patel,3,No,M Chinnaswamy
3,4,5,Dhoni,Patel,0,LBW,Narendra Modi Stadium
3,4,6,Conway,Boult,3,No,M Chinnaswamy
3,5,1,Rahul,Rahul,1,No,M Chinnaswamy
3,5,2,Dhoni,Bumrah,6,No,M Chinnaswamy
3,5,3,Dhoni,Bumrah,1,No,Narendra Modi Stadium
3,5,4,Mishra,Patel,2,No,Eden Gardens
3,5,5,Rahul,Boult,3,No,Wankhede
3,5,6,Moeen Ali,Thakur,3,No,Narendra Modi Stadium
3,6,1,Vijay,Archer,3,No,Eden Gardens
3,6,2,Vijay,Boult,1,No,M Chinnaswamy
3,6,3,Rayudu,Jamieson,2,No,Narendra Modi Stadium
3,6,4,Gaikwad,Saini,1,No,M Chinnaswamy
3,6,5,Dhoni,Jamieson,3,No,Narendra Modi Stadium
3,6,6,Rahul,Shami,0,LBW,Wankhede
3,7,1,Rahul,Bumrah,3,No,M Chinnaswamy
3,7,2,Ruturaj,Jamieson,3,No,Rajiv Gandhi Stadium
3,7,3,Gaikwad,Bumrah,1,No,Eden Gardens
3,7,4,Mishra,Bumrah,4,No,Rajiv Gandhi Stadium
3,7,5,Ruturaj,Saini,6,No,Wankhede
3,7,6,Conway,Patel,6,No,Narendra Modi Stadium
3,8,1,Dhoni,Jamieson,1,No,MA Chidambaram
3,8,2,Conway,Thakur,6,No,Wankhede
3,8,3,Rahul,Boult,1,No,MA Chidambaram
3,8,4,Ruturaj,Shami,0,No,Wankhede
3,8,5,Gaikwad,Thakur,6,No,MA Chidambaram
3,8,6,Vijay,Boult,6,No,Wankhede
3,9,1,Mishra,Saini,1,No,Narendra Modi Stadium
3,9,2,Rahul,Jamieson,2,No,Narendra Modi Stadium
3,9,3,Moeen Ali,Patel,6,No,Rajiv Gandhi Stadium
3,9,4,Moeen Ali,Saini,2,No,Narendra Modi Stadium
3,9,5,Vijay,Chahar,0,No,Narendra Modi Stadium
3,9,6,Rayudu,Patel,6,No,Rajiv Gandhi Stadium
3,10,1,Jadeja,Rahul,4,No,Eden Gardens
3,10,2,Jadeja,Patel,6,No,Wankhede
3,10,3,Dhoni,Rahul,6,No,M Chinnaswamy
3,10,4,Vijay,Archer,2,No,MA Chidambaram
3,10,5,Rahul,Archer,2,No,M Chinnaswamy
3,10,6,Jadeja,Saini,6,No,MA Chidambaram
3,11,1,Rahul,Boult,1,No,Eden Gardens
3,11,2,Dhoni,Rahul,1,No,Narendra Modi Stadium
3,11,3,Dhoni,Archer,0,LBW,MA Chidambaram
3,11,4,Mishra,Saini,1,No,MA Chidambaram
3,11,5,Rahul,Archer,3,No,Eden Gardens
3,11,6,Dhoni,Patel,3,No,M Chinnaswamy
3,12,1,Jadeja,Jamieson,2,No,Narendra Modi Stadium
3,12,2,Moeen Ali,Jamieson,1,No,Wankhede
3,12,3,Gaikwad,Chahar,3,No,Narendra Modi Stadium
3,12,4,Ruturaj,Boult,6,No,MA Chidambaram
3,12,5,Rayudu,Rahul,1,No,Wankhede
3,12,6,Gaikwad,Shami,2,No,MA Chidambaram
3,13,1,Gaikwad,Chahar,0,No,Wankhede
3,13,2,Ruturaj,Chahar,4,No,MA Chidambaram
3,13,3,Gaikwad,Rahul,4,No,Eden Gardens
3,13,4,Ruturaj,Bumrah,3,No,Wankhede
3,13,5,Mishra,Thakur,6,No,Narendra Modi Stadium
3,13,6,Mishra,Patel,0,Bowled,Eden Gardens
3,14,1,Jadeja,Rahul,0,Run Out,M Chinnaswamy
3,14,2,Vijay,Archer,4,No,M Chinnaswamy
3,14,3,Moeen Ali,Jamieson,6,No,Rajiv Gandhi Stadium
3,14,4,Rayudu,Rahul,3,No,M Chinnaswamy
3,14,5,Mishra,Patel,0,No,Wankhede
3,14,6,Ruturaj,Boult,2,No,MA Chidambaram
3,15,1,Dhoni,Saini,2,No,Narendra Modi Stadium
3,15,2,Conway,Chahar,6,No,Rajiv Gandhi Stadium
3,15,3,Rayudu,Thakur,1,No,M Chinnaswamy
3,15,4,Vijay,Chahar,4,No,Rajiv Gandhi Stadium
3,15,5,Vijay,Shami,3,No,Wankhede
3,15,6,Mishra,Rahul,3,No,Narendra Modi Stadium
3,16,1,Rayudu,Archer,0,No,M Chinnaswamy
3,16,2,Conway,Jamieson,4,No,Narendra Modi Stadium
3,16,3,Moeen Ali,Boult,3,No,Eden Gardens
3,16,4,Jadeja,Archer,2,No,Wankhede
3,16,5,Rayudu,Saini,4,No,Narendra Modi Stadium
3,16,6,Dhoni,Thakur,0,Run Out,Eden Gardens
3,17,1,Jadeja,Thakur,0,Bowled,Rajiv Gandhi Stadium
3,17,2,Rahul,Bumrah,2,No,M Chinnaswamy
3,17,3,Ruturaj,Shami,6,No,MA Chidambaram
3,17,4,Rayudu,Chahar,2,No,Rajiv Gandhi Stadium
3,17,5,Conway,Rahul,3,No,M Chinnaswamy
3,17,6,Vijay,Bumrah,4,No,M Chinnaswamy
3,18,1,Dhoni,Shami,0,Bowled,Wankhede
3,18,2,Rayudu,Jamieson,0,Bowled,Wankhede
3,18,3,Vijay,Archer,1,No,MA Chidambaram
3,18,4,Rayudu,Saini,0,Run Out,Narendra Modi Stadium
3,18,5,Rahul,Saini,4,No,M Chinnaswamy
3,18,6,Conway,Bumrah,0,Caught,Wankhede
3,19,1,Dhoni,Archer,3,No,Wankhede
3,19,2,Rayudu,Shami,6,No,MA Chidambaram
3,19,3,Conway,Archer,2,No,Wankhede
3,19,4,Rayudu,Shami,0,LBW,Narendra Modi Stadium
3,19,5,Mishra,Archer,4,No,MA Chidambaram
3,19,6,Rayudu,Thakur,2,No,M Chinnaswamy
3,20,1,Rahul,Archer,4,No,Wankhede
3,20,2,Mishra,Chahar,3,No,Narendra Modi Stadium
3,20,3,Rayudu,Shami,6,No,Wankhede
3,20,4,Gaikwad,Jamieson,4,No,Narendra Modi Stadium
3,20,5,Conway,Chahar,6,No,Rajiv Gandhi Stadium
3,20,6,Mishra,Jamieson,3,No,Rajiv Gandhi Stadium
4,1,1,Ruturaj,Boult,4,No,Wankhede
4,1,2,Jadeja,Saini,0,No,Wankhede
4,1,3,Moeen Ali,Shami,0,No,Rajiv Gandhi Stadium
4,1,4,Conway,Patel,2,No,M Chinnaswamy
4,1,5,Gaikwad,Saini,6,No,Eden Gardens
4,1,6,Rahul,Chahar,2,No,MA Chidambaram
4,2,1,Ruturaj,Bumrah,4,No,Wankhede
4,2,2,Rayudu,Chahar,2,No,Wankhede
4,2,3,Mishra,Rahul,0,Run Out,M Chinnaswamy
4,2,4,Rahul,Chahar,1,No,Eden Gardens
4,2,5,Vijay,Boult,1,No,Wankhede
4,2,6,Gaikwad,Chahar,0,Caught,M Chinnaswamy
4,3,1,Rayudu,Saini,3,No,Rajiv Gandhi Stadium
4,3,2,Jadeja,Jamieson,0,Caught,M Chinnaswamy
4,3,3,Jadeja,Bumrah,3,No,Eden Gardens
4,3,4,Gaikwad,Chahar,0,Caught,M Chinnaswamy
4,3,5,Rayudu,Rahul,4,No,Rajiv Gandhi Stadium
4,3,6,Moeen Ali,Bumrah,3,No,MA Chidambaram
4,4,1,Dhoni,Boult,6,No,M Chinnaswamy
4,4,2,Dhoni,Chahar,2,No,Eden Gardens
4,4,3,Gaikwad,Thakur,2,No,M Chinnaswamy
4,4,4,Mishra,Bumrah,0,No,M Chinnaswamy
4,4,5,Rahul,Shami,6,No,M Chinnaswamy
4,4,6,Ruturaj,Thakur,2,No,Wankhede
4,5,1,Dhoni,Saini,3,No,Eden Gardens
4,5,2,Jadeja,Archer,3,No,M Chinnaswamy
4,5,3,Conway,Saini,3,No,Wankhede
4,5,4,Rayudu,Bumrah,3,No,Eden Gardens
4,5,5,Ruturaj,Shami,4,No,M Chinnaswamy
4,5,6,Moeen Ali,Saini,3,No,Eden Gardens
4,6,1,Jadeja,Shami,0,Run Out,Rajiv Gandhi Stadium
4,6,2,Moeen Ali,Rahul,2,No,M Chinnaswamy
4,6,3,Rahul,Boult,6,No,Wankhede
4,6,4,Mishra,Chahar,2,No,Rajiv Gandhi Stadium
4,6,5,Ruturaj,Archer,2,No,M Chinnaswamy
4,6,6,Mishra,Shami,3,No,Eden Gardens
4,7,1,Jadeja,Jamieson,6,No,MA Chidambaram
4,7,2,Moeen Ali,Archer,4,No,M Chinnaswamy
4,7,3,Ruturaj,Archer,3,No,M Chinnaswamy
4,7,4,Ruturaj,Boult,0,No,MA Chidambaram
4,7,5,Mishra,Patel,0,No,Eden Gardens
4,7,6,Moeen Ali,Saini,4,No,Eden Gardens
4,8,1,Vijay,Thakur,0,Run Out,Eden Gardens
4,8,2,Conway,Patel,3,No,Narendra Modi Stadium
4,8,3,Gaikwad,Boult,2,No,Wankhede
4,8,4,Vijay,Boult,3,No,Wankhede
4,8,5,Conway,Saini,1,No,Eden Gardens
4,8,6,Conway,Rahul,0,No,Wankhede
4,9,1,Rayudu,Archer,1,No,Rajiv Gandhi Stadium
4,9,2,Jadeja,Archer,1,No,Narendra Modi Stadium
4,9,3,Vijay,Chahar,3,No,Eden Gardens
4,9,4,Jadeja,Boult,2,No,MA Chidambaram
4,9,5,Ruturaj,Thakur,6,No,MA Chidambaram
4,9,6,Ruturaj,Patel,1,No,M Chinnaswamy
4,10,1,Dhoni,Boult,0,Bowled,Wankhede
4,10,2,Conway,Patel,0,LBW,Wankhede
4,10,3,Jadeja,Shami,4,No,MA Chidambaram
4,10,4,Moeen Ali,Bumrah,4,No,Rajiv Gandhi Stadium
4,10,5,Jadeja,Boult,1,No,Narendra Modi Stadium
4,10,6,Jadeja,Shami,4,No,Wankhede
4,11,1,Vijay,Rahul,1,No,Rajiv Gandhi Stadium
4,11,2,Ruturaj,Rahul,3,No,Wankhede
4,11,3,Conway,Patel,1,No,Wankhede
4,11,4,Vijay,Patel,3,No,M Chinnaswamy
4,11,5,Moeen Ali,Archer,1,No,Eden Gardens
4,11,6,Dhoni,Bumrah,0,Caught,Eden Gardens
4,12,1,Conway,Jamieson,4,No,M Chinnaswamy
4,12,2,Vijay,Saini,3,No,Wankhede
4,12,3,Gaikwad,Thakur,4,No,Rajiv Gandhi Stadium
4,12,4,Ruturaj,Jamieson,4,No,M Chinnaswamy
4,12,5,Rahul,Jamieson,3,No,MA Chidambaram
4,12,6,Jadeja,Saini,4,No,Eden Gardens
4,13,1,Vijay,Archer,0,Caught,MA Chidambaram
4,13,2,Conway,Jamieson,2,No,Wankhede
4,13,3,Ruturaj,Shami,3,No,M Chinnaswamy
4,13,4,Mishra,Saini,3,No,Narendra Modi Stadium
4,13,5,Jadeja,Chahar,2,No,Eden Gardens
4,13,6,Conway,Bumrah,0,Run Out,M Chinnaswamy
4,14,1,Gaikwad,Patel,6,No,Narendra Modi Stadium
4,14,2,Gaikwad,Jamieson,6,No,Rajiv Gandhi Stadium
4,14,3,Mishra,Shami,1,No,Rajiv Gandhi Stadium
4,14,4,Ruturaj,Patel,4,No,Narendra Modi Stadium
4,14,5,Dhoni,Jamieson,1,No,MA Chidambaram
4,14,6,Moeen Ali,Boult,6,No,MA Chidambaram
4,15,1,Moeen Ali,Bumrah,0,No,Wankhede
4,15,2,Ruturaj,Archer,0,Bowled,Rajiv Gandhi Stadium
4,15,3,Mishra,Shami,6,No,MA Chidambaram
4,15,4,Ruturaj,Patel,2,No,MA Chidambaram
4,15,5,Jadeja,Patel,2,No,MA Chidambaram
4,15,6,Ruturaj,Shami,4,No,Narendra Modi Stadium
4,16,1,Rayudu,Boult,1,No,M Chinnaswamy
4,16,2,Conway,Thakur,3,No,Narendra Modi Stadium
4,16,3,Gaikwad,Saini,1,No,Eden Gardens
4,16,4,Gaikwad,Patel,1,No,Wankhede
